id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1224,43,Travel_Rarely,1413,Research & Development,11,4,Life Sciences,1,2,Female,42,3,3,Healthcare Representative,4,Divorced,7441,19948,0,Y,Yes,14,3,4,80,1,10,3,3,9,8,1,8,0
1225,43,Travel_Rarely,1218,Research & Development,7,4,Life Sciences,1,2,Male,93,3,1,Research Scientist,4,Married,2966,22266,1,Y,No,20,4,4,80,1,8,4,2,8,2,7,7,0
1226,50,Travel_Rarely,1063,Sales,2,1,Life Sciences,1,2,Female,56,3,5,Manager,2,Single,19502,23037,4,Y,Yes,14,3,1,80,0,29,3,1,25,8,4,12,1
1227,24,Travel_Rarely,589,Research & Development,22,4,Other,1,2,Male,30,3,1,Research Scientist,3,Single,3230,22422,0,Y,No,11,3,4,80,0,6,5,2,4,0,0,3,0
1228,34,Travel_Rarely,1372,Research & Development,9,4,Technical Degree,1,4,Female,84,2,2,Research Scientist,2,Single,6322,25291,1,Y,Yes,13,3,4,80,0,6,1,3,6,5,1,5,0
1229,35,Travel_Rarely,1271,Research & Development,11,3,Medical,1,4,Female,48,3,1,Research Scientist,2,Divorced,2645,3995,1,Y,No,12,3,3,80,1,5,3,3,5,2,0,2,0
1230,32,Travel_Rarely,704,Sales,17,3,Other,1,4,Female,35,3,2,Sales Executive,3,Married,4163,17802,0,Y,No,14,3,1,80,1,8,2,2,7,7,7,7,0
1231,31,Travel_Rarely,1111,Research & Development,29,3,Life Sciences,1,4,Male,50,3,1,Laboratory Technician,3,Married,2226,18092,0,Y,No,11,3,3,80,1,10,3,3,9,0,1,8,0
1232,40,Non-Travel,819,Research & Development,8,2,Life Sciences,1,4,Female,79,2,2,Manufacturing Director,3,Married,4240,17119,2,Y,Yes,12,3,1,80,1,18,2,3,3,2,0,2,0
1233,22,Travel_Rarely,555,Research & Development,16,3,Medical,1,3,Female,59,3,1,Research Director,2,Single,1878,19562,1,Y,Yes,12,3,3,80,0,1,5,3,1,0,0,0,0
1234,55,Travel_Rarely,1034,Sales,8,3,Marketing,1,4,Female,81,3,5,Manager,1,Married,19566,11827,3,Y,No,11,3,3,80,1,30,2,2,9,7,0,8,0
1235,23,Travel_Frequently,1373,Research & Development,10,3,Life Sciences,1,2,Male,65,3,1,Laboratory Technician,4,Single,2690,13008,1,Y,No,15,3,1,80,0,1,2,2,1,0,0,1,0
1236,36,Travel_Rarely,1216,Research & Development,1,3,Life Sciences,1,1,Male,74,3,1,Research Scientist,3,Divorced,3691,10735,1,Y,No,19,3,3,80,1,8,2,2,8,7,0,5,0
1237,40,Travel_Rarely,1283,Research & Development,2,2,Life Sciences,1,4,Male,64,3,2,Laboratory Technician,3,Divorced,4627,4585,8,Y,No,14,3,3,80,3,10,3,3,4,3,1,3,0
1238,23,Travel_Rarely,933,Research & Development,27,1,Life Sciences,1,2,Male,58,3,1,Research Scientist,2,Divorced,2909,26897,1,Y,No,19,3,1,80,1,3,1,3,3,2,1,2,0
1239,44,Travel_Rarely,1275,Research & Development,9,2,Medical,1,3,Male,95,3,1,Laboratory Technician,4,Married,3579,17725,0,Y,No,21,4,4,80,1,10,2,3,9,8,1,7,0
1240,55,Travel_Rarely,1456,Sales,5,3,Life Sciences,1,2,Male,35,3,1,Sales Representative,3,Divorced,2244,22577,3,Y,No,15,3,3,80,0,12,3,3,7,5,7,7,1
1241,38,Travel_Rarely,1389,Research & Development,8,4,Medical,1,4,Female,67,3,2,Laboratory Technician,2,Married,2389,17759,2,Y,No,16,3,3,80,1,17,2,3,8,7,7,7,0
1242,35,Non-Travel,1126,Research & Development,8,3,Life Sciences,1,1,Female,91,3,3,Healthcare Representative,4,Married,9699,8277,0,Y,No,14,3,1,80,1,10,2,3,9,8,0,8,0
1243,46,Travel_Rarely,1474,Sales,1,3,Life Sciences,1,3,Male,81,3,5,Manager,3,Married,19943,17799,3,Y,No,12,3,2,80,1,26,2,3,8,6,4,7,0
1244,40,Travel_Rarely,895,Research & Development,20,3,Medical,1,3,Male,52,2,2,Healthcare Representative,4,Married,7978,21534,1,Y,No,13,3,4,80,0,10,2,3,10,7,0,4,0
1245,34,Non-Travel,648,Sales,27,3,Other,1,3,Female,75,3,2,Sales Executive,3,Married,6209,24525,1,Y,No,19,3,3,80,1,10,3,2,10,9,4,8,0
1246,37,Non-Travel,1125,Research & Development,15,4,Life Sciences,1,3,Male,60,3,2,Research Scientist,3,Married,4647,4673,3,Y,Yes,14,3,1,80,1,17,2,3,17,14,4,5,0
1247,27,Travel_Frequently,658,Research & Development,10,2,Medical,1,4,Female,71,4,2,Manufacturing Director,3,Married,5689,13251,1,Y,No,25,4,4,80,3,10,2,3,10,7,0,7,0
1248,40,Travel_Rarely,1206,Sales,29,2,Marketing,1,3,Male,84,2,2,Sales Executive,2,Divorced,5368,9489,8,Y,Yes,15,3,1,80,2,10,5,2,1,0,0,0,0
1249,26,Travel_Rarely,836,Sales,24,2,Marketing,1,3,Male,87,3,1,Sales Representative,4,Married,1081,17808,1,Y,No,18,3,3,80,1,1,2,3,1,0,0,0,1
1250,42,Travel_Rarely,1017,Research & Development,2,2,Life Sciences,1,4,Male,82,3,2,Laboratory Technician,4,Divorced,4272,19989,4,Y,No,14,3,2,80,2,16,3,4,5,3,0,2,0
1251,28,Travel_Rarely,1355,Research & Development,4,3,Life Sciences,1,4,Male,74,2,2,Laboratory Technician,1,Married,4968,15379,9,Y,No,18,3,2,80,1,10,2,3,3,2,0,2,0
1252,26,Travel_Rarely,439,Research & Development,25,3,Technical Degree,1,3,Female,52,3,2,Manufacturing Director,4,Single,4577,23785,1,Y,No,22,4,2,80,0,9,5,3,9,7,1,7,0
1253,28,Travel_Rarely,504,Sales,2,3,Life Sciences,1,2,Male,89,3,1,Sales Representative,3,Single,1081,6409,1,Y,No,13,3,4,80,0,1,3,2,1,0,0,1,1
1254,35,Travel_Rarely,581,Sales,9,4,Marketing,1,4,Male,36,3,3,Sales Executive,4,Divorced,9888,6645,1,Y,No,14,3,3,80,1,10,3,3,10,6,0,7,0
1255,29,Travel_Rarely,182,Sales,1,4,Technical Degree,1,2,Female,65,3,3,Sales Executive,4,Married,8321,11924,4,Y,No,14,3,1,80,1,13,6,2,11,7,0,7,0
1256,39,Travel_Rarely,1467,Research & Development,3,2,Medical,1,4,Male,82,3,1,Research Scientist,2,Married,3540,23060,1,Y,No,14,3,2,80,1,6,2,1,6,2,1,4,0
1257,38,Travel_Rarely,746,Sales,12,3,Marketing,1,3,Male,45,1,2,Sales Executive,2,Single,5396,8059,0,Y,No,13,3,2,80,0,6,6,3,1,0,0,0,1
1258,46,Travel_Rarely,979,Sales,7,3,Life Sciences,1,3,Male,98,3,2,Sales Executive,3,Single,6653,14255,4,Y,No,14,3,4,80,0,9,2,3,7,7,0,7,0
1259,29,Travel_Rarely,1485,Sales,10,3,Marketing,1,2,Female,55,3,1,Sales Representative,4,Single,2356,5586,6,Y,No,18,3,3,80,0,6,2,3,4,3,0,3,1
1260,40,Travel_Rarely,1244,Sales,4,3,Marketing,1,2,Male,44,3,2,Sales Executive,4,Divorced,4684,8450,7,Y,Yes,11,3,3,80,1,7,2,3,4,3,0,2,0
1261,35,Travel_Frequently,678,Sales,23,4,Life Sciences,1,2,Male,90,2,3,Sales Executive,1,Married,7847,22578,5,Y,No,13,3,4,80,0,10,2,3,3,2,2,2,0
1262,37,Travel_Rarely,1297,Research & Development,3,3,Life Sciences,1,1,Male,45,3,2,Healthcare Representative,3,Single,7005,3458,4,Y,No,11,3,4,80,0,9,2,3,5,2,1,4,0
1263,24,Travel_Rarely,1351,Research & Development,29,1,Technical Degree,1,3,Male,32,3,1,Laboratory Technician,2,Married,2973,13008,1,Y,Yes,24,4,2,80,1,1,5,3,1,1,0,0,0
1264,34,Travel_Rarely,806,Sales,19,4,Life Sciences,1,3,Male,86,2,2,Sales Executive,1,Married,6347,17783,3,Y,No,15,3,3,80,1,10,4,3,7,3,0,7,0
1265,51,Travel_Rarely,422,Research & Development,10,4,Life Sciences,1,1,Male,75,3,2,Laboratory Technician,4,Single,5484,16225,2,Y,No,18,3,3,80,0,12,4,3,5,4,0,4,0
1266,41,Travel_Rarely,964,Sales,5,4,Life Sciences,1,4,Male,33,1,4,Manager,4,Married,11878,22822,3,Y,Yes,15,3,4,80,1,22,4,3,13,7,11,12,0
1267,40,Non-Travel,989,Research & Development,9,5,Life Sciences,1,1,Female,72,2,3,Manufacturing Director,2,Married,9888,6950,5,Y,No,11,3,1,80,0,18,2,2,4,3,0,2,0
1268,43,Travel_Rarely,728,Research & Development,2,3,Life Sciences,1,1,Male,52,3,1,Laboratory Technician,3,Single,2766,21829,7,Y,Yes,12,3,4,80,0,8,3,3,3,2,1,2,0
1269,39,Travel_Rarely,333,Sales,6,4,Marketing,1,3,Female,64,1,3,Sales Executive,3,Single,10932,10056,0,Y,Yes,14,3,3,80,0,21,2,3,20,9,11,10,1
1270,34,Non-Travel,147,Research & Development,1,4,Life Sciences,1,4,Female,39,3,2,Healthcare Representative,3,Married,6146,13243,0,Y,No,15,3,3,80,2,9,2,4,7,7,0,7,0
1271,49,Travel_Rarely,1229,Research & Development,2,3,Life Sciences,1,4,Male,81,3,1,Research Scientist,2,Divorced,2367,6889,4,Y,No,13,3,4,80,3,7,2,3,5,3,0,2,0
1272,35,Travel_Rarely,772,Sales,22,3,Medical,1,3,Male,48,2,2,Sales Executive,2,Married,6118,3356,4,Y,Yes,13,3,1,80,0,10,2,3,2,2,2,1,1
1273,48,Travel_Rarely,559,Research & Development,1,4,Medical,1,4,Male,78,3,2,Healthcare Representative,4,Married,6755,12315,2,Y,No,11,3,3,80,0,19,3,1,1,0,0,0,0
1274,36,Travel_Frequently,667,Human Resources,2,4,Human Resources,1,4,Male,55,3,2,Human Resources,4,Married,6434,17241,0,Y,No,21,4,3,80,1,6,3,3,5,3,1,3,0
1275,35,Travel_Rarely,750,Research & Development,17,2,Medical,1,1,Female,63,3,2,Manufacturing Director,4,Divorced,4789,13430,1,Y,No,16,3,1,80,1,10,2,3,10,7,0,8,0
1276,28,Travel_Rarely,1448,Research & Development,28,3,Technical Degree,1,4,Male,81,3,1,Research Scientist,4,Married,3140,3339,1,Y,No,25,4,3,80,1,6,2,3,6,5,0,3,0
1277,36,Travel_Frequently,658,Research & Development,7,4,Life Sciences,1,2,Female,83,3,3,Manufacturing Director,4,Married,7396,4022,1,Y,No,18,3,3,80,0,10,2,3,10,9,0,8,0
1278,28,Non-Travel,504,Sales,1,4,Life Sciences,1,2,Male,89,3,2,Sales Executive,3,Married,5163,15302,5,Y,No,19,3,3,80,2,5,0,3,1,0,0,0,0
1279,25,Travel_Frequently,1096,Sales,2,2,Medical,1,2,Female,61,3,1,Sales Representative,4,Married,3294,24301,0,Y,No,18,3,4,80,1,6,3,3,5,2,1,4,0
1280,36,Travel_Rarely,1425,Research & Development,6,2,Life Sciences,1,4,Male,49,2,2,Manufacturing Director,2,Single,5661,23757,4,Y,No,16,3,2,80,0,17,2,3,13,12,6,11,0
1281,33,Travel_Frequently,708,Sales,13,3,Medical,1,3,Female,43,2,2,Sales Executive,3,Married,4342,21030,7,Y,No,11,3,2,80,1,17,2,3,8,7,1,7,0
1282,55,Travel_Frequently,728,Research & Development,2,2,Medical,1,4,Female,49,2,5,Research Director,2,Single,19038,23281,5,Y,Yes,15,3,2,80,0,35,3,2,16,10,14,12,0
1283,44,Travel_Rarely,1064,Sales,6,3,Life Sciences,1,1,Female,42,2,5,Manager,4,Married,18265,22021,0,Y,No,13,3,4,80,2,26,3,3,25,13,1,7,0
1284,48,Travel_Rarely,848,Research & Development,8,1,Life Sciences,1,3,Male,97,3,4,Manager,4,Single,16704,23398,6,Y,No,12,3,2,80,0,23,2,3,3,2,1,2,0
1285,27,Travel_Rarely,571,Research & Development,4,3,Life Sciences,1,2,Male,41,3,1,Research Scientist,3,Single,2145,9129,0,Y,No,12,3,3,80,0,6,3,3,5,4,0,4,0
1286,37,Travel_Rarely,442,Research & Development,2,4,Life Sciences,1,2,Male,82,3,2,Healthcare Representative,4,Married,5743,4673,1,Y,No,19,3,2,80,1,9,2,3,9,7,1,8,0
1287,39,Travel_Frequently,849,Research & Development,1,3,Medical,1,4,Male,64,3,3,Healthcare Representative,4,Single,9991,21457,1,Y,Yes,15,3,3,80,0,14,2,3,14,9,6,12,0
1288,28,Travel_Rarely,903,Research & Development,9,3,Technical Degree,1,2,Male,84,3,1,Laboratory Technician,1,Single,2368,18798,1,Y,No,22,4,1,80,0,7,4,2,7,7,6,7,1
1289,40,Travel_Rarely,890,Research & Development,1,4,Life Sciences,1,4,Female,86,3,1,Research Scientist,2,Married,4256,6393,0,Y,No,23,4,3,80,1,4,4,3,3,2,2,0,0
1290,44,Travel_Rarely,523,Research & Development,2,4,Life Sciences,1,3,Male,92,3,1,Research Scientist,4,Divorced,2479,26227,9,Y,No,14,3,3,80,1,6,4,3,4,3,0,2,0
1291,37,Non-Travel,1395,Research & Development,17,4,Life Sciences,1,3,Female,55,3,1,Laboratory Technician,1,Married,3730,7102,4,Y,No,14,3,4,80,2,12,2,3,7,5,0,7,0
1292,36,Non-Travel,895,Sales,1,3,Life Sciences,1,2,Female,55,2,2,Sales Executive,2,Divorced,6120,24223,1,Y,No,14,3,4,80,1,17,2,3,17,10,0,9,0
1293,45,Travel_Rarely,802,Research & Development,2,1,Life Sciences,1,3,Female,84,2,5,Manager,1,Married,19202,15717,0,Y,No,22,4,3,80,1,25,3,3,24,8,11,7,0
1294,31,Travel_Rarely,1082,Sales,6,4,Other,1,2,Male,82,3,2,Sales Executive,4,Married,4312,24483,0,Y,No,11,3,1,80,1,4,3,2,3,2,1,2,0
1295,33,Travel_Rarely,1092,Research & Development,20,3,Life Sciences,1,3,Male,95,4,1,Laboratory Technician,3,Married,2936,24812,3,Y,No,13,3,4,80,1,7,3,3,7,6,1,5,0
1296,38,Travel_Rarely,896,Research & Development,1,3,Life Sciences,1,2,Male,41,3,1,Research Scientist,4,Single,3348,15471,4,Y,No,12,3,4,80,0,20,3,2,4,3,1,3,0
1297,26,Travel_Rarely,1018,Research & Development,7,3,Life Sciences,1,3,Male,74,2,1,Laboratory Technician,1,Single,2571,10225,1,Y,Yes,11,3,4,80,0,7,2,2,7,7,7,7,1
1298,25,Travel_Rarely,1387,Research & Development,29,2,Life Sciences,1,1,Male,45,3,2,Laboratory Technician,4,Single,4724,18783,1,Y,No,18,3,2,80,0,5,2,3,5,3,1,3,0
1299,33,Travel_Rarely,1283,Research & Development,4,3,Life Sciences,1,4,Male,46,3,1,Manager,3,Divorced,1416,11354,1,Y,No,11,3,1,80,1,1,3,3,1,0,0,0,0
1300,28,Travel_Rarely,1376,Research & Development,2,3,Medical,1,3,Male,56,2,1,Research Scientist,2,Single,2693,25043,1,Y,Yes,11,3,4,80,0,1,2,4,1,0,0,0,1
1301,38,Travel_Rarely,1337,Research & Development,10,3,Medical,1,3,Female,55,3,3,Healthcare Representative,1,Divorced,1091,8277,7,Y,No,13,3,3,80,1,20,2,3,1,0,0,0,1
1302,40,Travel_Rarely,1277,Research & Development,29,3,Life Sciences,1,4,Male,61,2,1,Laboratory Technician,3,Married,3875,15182,4,Y,Yes,13,3,1,80,1,8,3,4,3,2,2,2,0
1303,38,Travel_Rarely,1385,Sales,1,3,Life Sciences,1,4,Female,69,2,3,Sales Executive,3,Married,9924,24164,0,Y,Yes,11,3,2,80,1,10,3,2,9,7,3,1,0
1304,34,Travel_Rarely,956,Sales,7,3,Marketing,1,3,Male,84,4,3,Sales Executive,4,Single,9699,7677,0,Y,Yes,19,3,2,80,0,9,2,3,8,7,3,7,0
1305,48,Travel_Rarely,1450,Research & Development,11,3,Medical,1,3,Female,60,2,3,Research Director,1,Married,13189,17624,2,Y,No,14,3,1,80,0,15,5,3,3,2,0,2,0
1306,34,Travel_Rarely,1346,Research & Development,14,3,Medical,1,3,Female,80,3,1,Laboratory Technician,1,Married,2177,9396,2,Y,No,12,3,2,80,3,7,3,2,3,2,1,1,0
1307,28,Travel_Rarely,819,Sales,2,3,Life Sciences,1,3,Male,54,3,1,Sales Representative,4,Divorced,2297,19479,6,Y,No,12,3,4,80,1,2,3,3,0,0,0,0,0
1308,28,Travel_Rarely,1373,Sales,24,1,Medical,1,1,Male,70,3,2,Sales Executive,4,Single,5486,3010,1,Y,No,14,3,3,80,0,10,2,2,10,0,0,0,0
1309,31,Travel_Rarely,1448,Research & Development,3,3,Medical,1,3,Male,81,2,1,Laboratory Technician,3,Single,3875,21086,7,Y,No,11,3,2,80,0,4,6,3,3,2,1,2,1
1310,29,Travel_Rarely,805,Sales,3,1,Marketing,1,1,Male,57,2,1,Sales Representative,3,Single,2362,17783,0,Y,Yes,12,3,1,80,0,4,3,3,3,2,0,2,1
1311,38,Travel_Rarely,1199,Research & Development,1,3,Life Sciences,1,3,Male,77,3,3,Healthcare Representative,1,Married,8726,26075,0,Y,Yes,12,3,1,80,2,11,2,3,10,9,4,6,0
1312,42,Travel_Rarely,1258,Research & Development,5,4,Life Sciences,1,4,Male,66,3,5,Manager,2,Single,18665,24558,1,Y,No,11,3,4,80,0,21,2,3,21,6,7,7,0
1313,42,Travel_Rarely,853,Sales,9,4,Marketing,1,2,Male,74,3,3,Sales Executive,3,Single,7823,19760,0,Y,No,14,3,4,80,0,8,2,4,7,7,7,7,0
1314,29,Travel_Frequently,559,Sales,1,2,Life Sciences,1,2,Male,69,2,1,Sales Representative,3,Married,2326,17778,1,Y,No,11,3,2,80,1,0,3,3,0,0,0,0,1
1315,30,Travel_Rarely,629,Human Resources,27,3,Life Sciences,1,4,Male,93,3,1,Human Resources,2,Married,2809,19345,1,Y,No,11,3,3,80,1,1,2,1,1,0,1,0,0
1316,42,Non-Travel,571,Research & Development,2,4,Medical,1,2,Male,77,3,2,Manufacturing Director,2,Married,6474,26589,0,Y,No,22,4,3,80,2,6,2,3,5,3,0,3,0
1317,47,Travel_Rarely,1093,Sales,1,4,Marketing,1,2,Male,78,3,2,Sales Executive,4,Married,4581,11677,4,Y,Yes,14,3,3,80,0,14,3,3,5,3,0,3,0
1318,55,Travel_Rarely,508,Sales,3,1,Marketing,1,2,Male,91,4,5,Manager,4,Divorced,18606,8931,7,Y,Yes,12,3,4,80,3,25,3,2,4,3,1,2,0
1319,39,Travel_Rarely,1256,Sales,2,2,Marketing,1,4,Female,100,3,2,Sales Executive,2,Married,6125,20467,0,Y,No,11,3,1,80,1,19,2,4,19,16,2,9,0
1320,41,Travel_Rarely,433,Human Resources,22,4,Human Resources,1,3,Male,46,3,4,Manager,1,Married,17465,17802,1,Y,No,11,3,2,80,1,21,3,3,20,7,2,10,0
1321,55,Travel_Rarely,581,Research & Development,10,3,Medical,1,4,Male,68,2,3,Manufacturing Director,3,Married,2450,10494,2,Y,No,17,3,4,80,1,25,2,2,19,8,3,7,0
1322,36,Travel_Rarely,1277,Research & Development,16,2,Medical,1,3,Male,47,3,2,Manufacturing Director,4,Single,5131,8758,9,Y,No,18,3,1,80,0,18,2,3,4,2,0,3,0
1323,19,Non-Travel,268,Research & Development,20,3,Life Sciences,1,1,Male,57,1,1,Laboratory Technician,3,Single,2325,18863,1,Y,Yes,12,3,4,80,0,0,3,1,0,0,0,0,1
1324,34,Travel_Frequently,1115,Research & Development,2,3,Medical,1,3,Female,37,4,2,Manufacturing Director,4,Single,5093,7346,0,Y,Yes,12,3,4,80,0,16,3,3,16,9,9,15,0
1325,19,Travel_Rarely,1334,Research & Development,2,3,Medical,1,2,Female,49,3,1,Laboratory Technician,3,Single,2451,11882,1,Y,Yes,13,3,4,80,0,1,6,3,1,0,0,0,0
1326,36,Travel_Rarely,995,Research & Development,2,4,Life Sciences,1,2,Male,100,3,2,Healthcare Representative,1,Single,6632,13551,0,Y,No,13,3,3,80,0,6,3,3,5,2,1,4,0
1327,36,Travel_Rarely,216,Sales,1,3,Life Sciences,1,3,Male,72,2,2,Sales Executive,2,Single,5373,12154,2,Y,No,11,3,1,80,0,8,1,3,5,3,1,2,0
1328,28,Travel_Rarely,1355,Research & Development,3,2,Life Sciences,1,3,Male,36,3,1,Laboratory Technician,1,Single,2935,19294,1,Y,Yes,11,3,3,80,0,1,2,2,1,0,0,0,0
1329,35,Travel_Rarely,855,Sales,10,4,Marketing,1,2,Male,66,3,3,Sales Executive,4,Divorced,9667,10589,1,Y,Yes,11,3,4,80,1,9,3,2,9,7,0,7,0
1330,48,Travel_Rarely,636,Research & Development,1,3,Technical Degree,1,4,Female,51,3,1,Research Scientist,1,Married,2886,3692,2,Y,No,12,3,3,80,1,19,2,2,3,2,0,2,0
1331,32,Travel_Rarely,1278,Research & Development,10,4,Medical,1,2,Male,98,3,1,Laboratory Technician,3,Single,4033,2125,2,Y,No,13,3,2,80,0,10,0,3,5,4,0,3,0
1332,59,Travel_Rarely,827,Sales,8,2,Life Sciences,1,2,Female,54,2,4,Sales Executive,4,Married,12742,25800,3,Y,No,12,3,2,80,1,31,3,2,9,4,1,7,0
1333,35,Travel_Rarely,1125,Sales,5,4,Medical,1,3,Female,52,3,2,Sales Executive,2,Married,8376,20317,5,Y,No,12,3,1,80,1,6,5,4,3,2,0,2,0
1334,41,Travel_Rarely,1199,Research & Development,10,3,Life Sciences,1,2,Female,92,2,1,Laboratory Technician,2,Married,2288,21981,1,Y,No,11,3,4,80,0,12,2,3,12,9,4,8,0
1335,47,Travel_Rarely,1300,Research & Development,16,5,Medical,1,1,Female,49,3,4,Research Director,4,Single,17603,2396,3,Y,No,14,3,4,80,0,21,3,2,1,0,0,0,0
1336,26,Travel_Rarely,1213,Sales,3,2,Medical,1,4,Female,46,3,2,Sales Executive,1,Divorced,4883,25174,1,Y,No,17,3,3,80,2,5,2,2,5,4,0,3,0
1337,48,Non-Travel,1373,Research & Development,12,2,Technical Degree,1,4,Male,41,3,1,Research Scientist,2,Married,2367,16530,2,Y,Yes,15,3,4,80,1,8,3,4,3,2,1,2,0
1338,29,Travel_Rarely,546,Research & Development,8,1,Medical,1,2,Female,51,2,2,Laboratory Technician,1,Single,4193,25681,1,Y,No,12,3,4,80,0,9,2,3,9,8,0,7,1
1339,57,Travel_Rarely,373,Human Resources,17,3,Human Resources,1,1,Male,85,3,1,Human Resources,4,Divorced,2305,16102,8,Y,No,21,4,3,80,1,4,3,3,1,0,0,0,1
1340,30,Travel_Rarely,1490,Research & Development,2,4,Life Sciences,1,3,Male,67,3,2,Laboratory Technician,4,Married,5309,19760,1,Y,No,12,3,1,80,2,10,4,3,10,7,5,8,0
1341,35,Non-Travel,867,Research & Development,23,3,Life Sciences,1,1,Male,93,4,1,Laboratory Technician,2,Divorced,2413,25275,1,Y,Yes,18,3,3,80,1,9,3,3,9,8,3,7,0
1342,36,Travel_Frequently,470,Research & Development,7,1,Life Sciences,1,4,Male,55,3,3,Laboratory Technician,3,Married,16606,4673,3,Y,Yes,17,3,3,80,1,16,3,2,13,7,3,8,0
1343,50,Non-Travel,1138,Research & Development,1,4,Life Sciences,1,4,Male,64,1,2,Laboratory Technician,3,Single,4447,7181,0,Y,No,13,3,4,80,0,9,2,2,8,7,0,7,0
1344,39,Travel_Frequently,527,Research & Development,6,4,Life Sciences,1,3,Male,77,4,1,Research Scientist,4,Single,2799,18597,1,Y,No,25,4,4,80,0,10,2,3,10,4,0,1,0
1345,47,Travel_Rarely,1158,Research & Development,13,3,Technical Degree,1,4,Male,46,3,1,Research Scientist,1,Single,3033,17799,3,Y,Yes,14,3,3,80,0,8,2,3,5,4,4,0,0
1346,19,Travel_Frequently,1373,Research & Development,8,3,Life Sciences,1,4,Male,37,4,1,Laboratory Technician,1,Single,1859,4187,1,Y,Yes,13,3,3,80,0,1,2,3,1,0,0,0,1
1347,29,Travel_Rarely,944,Research & Development,1,3,Life Sciences,1,2,Male,41,3,1,Laboratory Technician,4,Married,1790,9051,1,Y,No,19,3,3,80,1,1,2,3,1,0,0,0,0
1348,24,Travel_Rarely,1181,Research & Development,4,1,Life Sciences,1,2,Male,79,3,1,Laboratory Technician,2,Single,2695,3372,1,Y,Yes,18,3,3,80,0,1,0,2,1,0,0,0,1
1349,44,Travel_Frequently,543,Research & Development,24,3,Medical,1,4,Male,72,3,2,Laboratory Technician,2,Single,2853,7060,4,Y,No,14,3,1,80,0,11,2,3,1,0,0,0,1
1350,41,Travel_Frequently,725,Research & Development,1,3,Medical,1,4,Female,87,3,2,Manufacturing Director,2,Married,6384,11924,4,Y,No,11,3,4,80,1,13,3,2,5,4,0,3,0
1351,44,Travel_Rarely,891,Research & Development,1,4,Other,1,2,Male,90,3,1,Research Scientist,3,Married,2345,15669,6,Y,No,21,4,3,80,0,12,3,3,6,4,0,5,0
1352,46,Travel_Rarely,685,Sales,18,1,Life Sciences,1,4,Male,94,3,3,Sales Executive,1,Divorced,8686,12368,4,Y,Yes,13,3,3,80,3,12,5,3,9,7,0,8,0
1353,39,Travel_Rarely,1351,Research & Development,8,4,Technical Degree,1,2,Male,68,3,3,Healthcare Representative,3,Single,8321,17231,3,Y,No,13,3,2,80,0,10,5,1,8,7,0,7,0
1354,38,Travel_Rarely,983,Research & Development,14,3,Medical,1,3,Male,81,3,1,Laboratory Technician,3,Divorced,2436,6961,4,Y,No,24,4,1,80,1,10,3,3,1,0,0,0,0
1355,35,Travel_Rarely,775,Research & Development,2,4,Life Sciences,1,1,Male,42,4,2,Laboratory Technician,4,Divorced,3902,9369,3,Y,Yes,11,3,3,80,3,7,3,3,2,1,2,2,0
1356,28,Travel_Rarely,130,Research & Development,2,3,Other,1,2,Female,46,3,1,Laboratory Technician,4,Married,3708,4605,0,Y,Yes,13,3,3,80,1,6,3,3,5,4,0,4,0
1357,30,Travel_Rarely,1303,Research & Development,1,5,Technical Degree,1,2,Female,65,3,1,Research Scientist,2,Divorced,2911,16117,1,Y,Yes,16,3,2,80,3,10,1,3,10,9,8,9,0
1358,35,Travel_Frequently,556,Sales,8,2,Life Sciences,1,3,Female,54,3,2,Sales Executive,4,Single,4554,3140,1,Y,No,13,3,4,80,0,10,2,3,10,7,0,9,0
1359,18,Travel_Rarely,603,Research & Development,24,2,Medical,1,3,Male,59,2,1,Research Scientist,3,Single,1569,16154,1,Y,Yes,12,3,3,80,0,0,4,2,0,0,0,0,1
1360,37,Travel_Rarely,1362,Sales,8,4,Marketing,1,2,Male,92,3,3,Sales Executive,3,Divorced,10999,17519,3,Y,No,21,4,1,80,3,17,3,1,4,2,0,3,0
1361,37,Travel_Rarely,1475,Research & Development,6,1,Medical,1,4,Male,69,2,1,Research Scientist,4,Divorced,2519,26278,0,Y,No,13,3,3,80,1,14,4,3,13,1,2,7,0
1362,33,Travel_Frequently,1189,Sales,15,1,Life Sciences,1,2,Female,54,1,2,Sales Executive,3,Single,4320,15332,1,Y,No,15,3,4,80,0,5,2,2,5,4,0,4,1
1363,45,Travel_Frequently,636,Research & Development,2,4,Life Sciences,1,2,Male,59,3,5,Manager,4,Divorced,18430,26227,1,Y,No,18,3,2,80,1,24,3,2,24,15,15,3,0
1364,42,Travel_Rarely,1082,Research & Development,23,2,Life Sciences,1,4,Male,59,2,2,Healthcare Representative,2,Married,4851,14399,4,Y,Yes,21,4,1,80,1,20,2,3,5,4,1,4,0
